"GeneID","Control_1","Control_2","Control_3","Riesgo_nut_1","Riesgo_nut_2","Riesgo_nut_3"
388701,3,3,2,2,1,4
83592,5,25,17,4,10,21
5581,72,176,95,78,103,118
107985499,0,0,0,0,0,0
2048,8,9,19,24,8,4
105375843,0,0,0,0,0,0
8291,335,182,753,2047,1209,678
644215,0,6,22,3,2,14
100506068,0,1,3,1,0,1
54910,38,133,389,20,14,86
346389,5,37,7,10,21,17
5865,0,0,0,0,0,3
5899,1046,842,797,2903,1304,1231
83443,553,1230,832,1049,841,919
79501,0,0,0,4,1,0
105370766,0,0,0,0,0,0
102724484,0,0,0,0,0,0
254773,1,2,7,3,6,14
105376085,0,0,0,0,0,0
50863,1,0,0,0,0,0
553103,58,17,40,87,33,18
105377302,0,0,0,0,0,0
100507059,0,0,0,0,0,0
143244,37,62,107,44,48,87
337967,0,0,0,0,0,0
100422891,0,0,0,0,0,0
26136,1609,3500,1393,1514,733,1567
22894,705,1400,249,585,488,498
8672,235,392,318,487,292,354
389119,37,66,88,57,55,125
1635,193,446,639,292,244,459
3625,4,2,2,23,0,7
105377741,0,0,0,0,0,0
105373999,0,0,0,0,0,0
389668,3,10,0,1,0,1
100862671,39,50,160,92,101,112
109729146,12,15,6,17,14,13
107986774,0,0,0,0,0,0
107986983,0,0,0,1,0,1
651746,20,44,43,50,28,57
693202,0,0,0,0,0,0
100130744,46,54,201,33,15,59
199974,0,0,0,0,0,0
107986167,1,1,0,0,3,3
101929400,0,0,0,0,0,0
105371705,8,7,4,13,7,13
28976,60,283,377,218,79,214
55532,1,0,0,0,0,0
105370637,0,5,1,3,4,3
10605,516,865,151,359,264,342
102465433,0,0,1,0,0,0
8450,1273,2154,520,1304,770,914
112268182,2,13,28,12,7,18
100506281,0,0,0,0,0,0
23514,206,446,317,417,190,257
105378127,0,0,0,0,0,0
151963,11,9,8,14,12,6
28368,0,0,0,0,0,0
5662,21,66,164,47,26,75
5577,865,613,167,1946,502,859
11180,315,855,2476,434,477,1037
343,0,1,1,1,0,2
107986096,0,0,0,0,0,0
7746,71,138,65,84,55,56
6558,94,216,56,59,66,75
105370241,0,0,0,1,0,0
107985079,49,124,98,40,27,106
7570,639,1743,185,335,224,447
158067,0,5,4,0,0,5
54438,84,193,155,76,73,137
51701,215,369,126,268,144,213
51513,59,68,88,15,78,28
102723414,0,0,0,0,0,0
2629,225,222,703,501,284,567
105376592,5,3,1,0,0,1
101927755,15,19,5,10,11,9
105377123,0,0,0,0,0,0
440446,0,0,0,0,0,0
8294,5,8,2,6,4,11
6309,230,432,83,174,119,147
29902,81,193,56,121,56,91
619498,1,1,2,2,2,3
22883,89,309,1230,133,198,475
1196,347,792,930,650,508,758
391253,0,0,0,0,0,0
400735,0,0,0,0,0,0
29914,148,475,846,195,207,504
26809,0,0,4,1,2,3
105378177,0,0,0,0,0,0
100303755,27,55,40,37,25,42
107986992,0,0,0,0,1,0
100287728,0,0,0,0,0,1
100505785,0,0,0,0,0,0
9513,96,209,665,117,119,303
105373265,0,1,6,0,4,5
118980,41,112,202,53,41,109
100506765,0,0,0,0,0,0
29058,816,1863,747,979,591,884
100189303,0,0,0,0,0,0
260293,0,0,0,0,0,0
207,300,698,1525,374,312,754
102466081,0,0,0,0,0,0
392392,0,0,0,1,0,0
102723713,0,1,0,0,0,3
105372244,0,0,1,1,1,1
79884,104,268,15,63,106,112
107984704,0,0,0,0,0,0
5136,0,0,0,0,0,1
105375739,0,0,0,0,0,0
147525,18,43,11,14,7,17
54956,41,122,245,75,77,122
3934,135,58,118,286,81,796
100847077,0,0,0,0,0,0
30000,102,328,839,121,132,288
105371261,0,0,0,0,0,0
28601,52,112,226,37,40,128
406929,0,0,0,0,0,0
388882,0,0,0,0,0,0
101927908,0,0,0,0,0,0
28983,0,1,0,0,0,0
28434,29,109,415,39,125,579
644070,0,0,0,0,0,0
105371472,7,12,22,31,15,13
105378959,0,0,0,0,0,0
105369775,0,0,0,0,0,0
100847083,0,0,0,0,0,0
107985137,0,1,0,3,1,6
105371046,0,0,0,0,0,0
105374728,0,0,0,0,0,0
105378409,0,0,0,0,0,0
55002,125,183,141,263,141,148
100287718,0,0,0,0,0,0
4173,31,101,189,88,101,175
107985050,9,4,25,5,13,15
146556,0,1,1,0,2,3
5528,153,270,716,249,190,487
149773,0,1,0,0,0,0
105370366,0,0,0,0,0,0
101926947,0,1,0,0,0,0
1556,0,0,5,0,0,0
400696,4,1,2,1,6,1
339788,5,4,1,0,2,4
84249,1,2,4,2,1,0
155435,385,863,899,472,299,439
1288,0,2,0,1,1,0
11072,25,55,63,29,24,65
1291,1,4,9,2,3,4
786,0,0,0,0,0,0
284009,4,7,11,3,2,6
100124539,1,0,0,0,0,0
101101775,5,4,3,4,3,7
11023,0,0,0,0,0,0
102724341,0,0,0,0,0,0
22949,0,1,1,6,1,2
107987107,0,1,0,0,2,1
105376440,0,0,0,0,0,0
100189357,0,0,0,0,0,0
102465882,0,0,0,0,0,0
162979,26,105,179,36,48,105
107986376,0,0,0,0,0,0
105375844,0,0,0,0,0,0
101927468,0,0,1,0,0,0
22832,195,285,53,154,106,101
83743,67,156,732,67,103,251
3394,648,1657,1706,959,742,952
2665,2912,5017,2278,3916,2535,3078
158,569,1164,1135,812,678,1088
105375487,0,0,0,0,0,0
105375962,0,0,0,0,0,0
2558,0,0,0,0,0,0
51561,62,133,75,37,50,82
105375417,0,0,1,0,0,0
101928259,0,0,0,0,0,0
105377203,0,0,18,3,2,5
5700,391,612,829,786,506,835
84513,300,1220,653,466,629,586
5362,11,8,40,18,5,37
107986186,0,1,0,1,1,3
345062,0,0,0,0,0,1
10045,59,217,447,59,98,220
222826,1,0,0,0,0,0
100126301,0,0,0,0,0,0
101927516,0,0,1,2,2,3
2652,0,1,0,0,0,0
100874337,0,0,0,0,0,0
390265,0,0,0,0,0,0
8412,3,18,19,8,8,11
81309,0,0,0,0,0,0
9185,264,210,123,570,261,265
107986668,15,19,11,110,64,34
401508,0,0,0,0,1,0
100130701,1,1,0,1,0,1
101928031,0,0,0,0,0,0
102467073,6,2,6,7,12,4
284565,168,257,240,286,178,201
3667,13,38,62,28,23,35
3050,7,6750,103,47,20947,38
105371288,0,3,1,1,6,1
574518,0,0,0,0,0,0
10017,1,1,2,1,2,2
105370372,0,0,0,0,0,0
2131,117,71,125,153,105,119
202658,114,223,190,189,153,197
81797,0,0,0,0,0,0
494334,0,0,0,0,0,0
107985681,0,0,0,0,0,0
253314,0,0,0,0,0,0
105375763,0,0,0,0,0,0
107986531,4,7,26,1,3,2
101927073,0,0,0,1,0,0
105375949,0,0,0,0,0,0
105375981,101,222,43,33,33,46
339488,54,187,179,69,75,125
4089,455,962,554,473,327,472
23476,250,525,1285,491,464,692
83461,6,23,25,17,20,32
22848,497,919,1196,753,630,1105
1006,0,0,0,0,0,0
105370687,63,117,44,37,32,62
100616272,0,0,0,0,0,0
100422832,0,2,6,1,1,1
84820,123,287,332,249,182,297
646960,0,0,0,0,0,0
522,668,1042,102,1170,795,715
149685,0,0,0,0,0,0
105370152,7,14,1,30,17,23
109864282,5973,14890,74932,8036,10427,6405
105370362,0,0,0,0,0,0
1349,743,952,39,1491,1037,823
7837,6,20,33,6,9,28
170627,0,0,0,0,0,0
7083,7,19,84,35,32,100
51074,219,546,60,304,165,226
105369968,55,122,96,131,139,108
3845,698,1018,304,589,268,467
100423023,0,0,0,0,0,0
23787,880,1929,2131,1286,931,1536
57037,202,372,88,149,83,140
105371308,0,1,0,0,0,0
100422843,0,0,0,0,0,0
8332,0,1,0,3,3,3
28450,6,73,375,26,98,218
54919,26,89,188,44,46,83
29954,23,69,120,51,41,74
8662,198,456,3146,290,418,1249
107985329,0,0,0,0,0,0
22914,915,2781,728,601,1149,1867
101929099,9,9,55,14,9,32
105370481,0,0,0,0,0,0
107986713,0,0,0,0,0,0
55172,64,166,37,48,45,73
105370088,3,13,28,5,8,7
100189310,0,0,0,0,0,0
116236,98,248,348,127,117,179
3593,0,0,0,1,0,1
105372581,0,0,0,0,1,0
105369455,0,0,0,0,0,0
2782,1590,2238,3767,3691,2399,3560
140856,0,0,0,0,0,0
5583,546,1366,2411,556,635,1886
441242,48,80,44,55,29,56
117194,0,0,0,0,0,0
101927354,16,13,1,8,17,16
5680,0,0,0,0,0,0
79716,106,165,421,370,266,326
285755,14,47,49,14,18,23
353091,0,0,0,1,0,0
283687,65,72,36,144,77,64
105377660,0,0,0,0,0,0
149134,0,1,5,2,3,2
78987,89,236,479,134,146,289
105373379,0,0,0,0,0,0
724024,0,0,0,0,0,0
10128,916,1865,716,1007,829,1245
254973,0,0,0,0,0,0
28808,0,0,0,0,0,0
105372616,0,0,0,0,0,0
9022,111,367,398,53,156,380
105373095,78,195,716,111,122,258
107986367,0,0,0,0,0,0
4046,977,1748,11338,1928,1639,6347
107984724,0,0,0,0,0,0
102724521,0,2,3,1,0,1
84264,27,83,142,49,84,117
140679,0,0,1,0,0,0
8665,2050,6008,3970,3445,2991,4639
107983969,0,0,0,0,0,0
107987386,0,0,0,0,0,0
7110,624,993,99,507,323,289
677833,0,1,0,0,0,0
112268084,0,1,0,0,0,0
10635,40,43,7,35,23,17
91624,717,1094,104,589,460,1075
23061,228,494,1512,318,260,836
105370629,0,0,1,0,0,0
28431,0,1,0,0,0,0
642345,0,0,0,0,0,0
4512,114066,215404,127780,238110,224921,246082
101340251,0,3,5,0,1,1
100313780,0,0,0,0,0,0
1059,262,633,1915,444,421,889
100126345,0,0,0,0,0,0
285622,0,0,0,0,0,0
79679,0,0,0,0,0,0
105369748,48,38,26,56,94,53
942,996,933,277,1363,571,725
10494,361,829,1322,424,381,836
389677,229,472,127,151,97,100
107985474,0,0,0,0,0,1
9853,12,7,45,19,8,12
8788,2,0,14,14,0,0
10117,4,11,5,15,26,17
105377114,0,0,0,0,0,0
111216286,0,2,8,0,0,3
90576,65,138,26,57,31,41
100423019,0,0,0,0,0,0
1734,0,0,0,0,0,0
246,87,86,162,1,17,136
100529063,248,500,847,438,413,727
692233,0,0,0,0,0,0
112268027,0,0,0,0,0,0
105376154,1,1,1,5,2,2
105373996,0,0,0,0,0,0
2491,10,20,12,19,11,16
126075,57,93,269,177,125,229
26025,0,1,1,0,0,0
102465250,1,0,0,6,0,2
100874114,0,0,0,0,1,0
83756,2,14,39,7,9,28
54498,3314,203,2591,1913,274,1153
9304,22,65,42,25,19,34
100874056,0,0,0,0,0,0
107985456,0,0,0,0,0,0
107987118,13,33,50,44,11,27
2107,621,958,508,929,592,678
5641,29,42,166,33,24,78
56339,402,779,643,466,373,494
10235,1187,3172,9098,1643,1525,3861
723779,0,0,0,0,0,0
105377270,0,0,0,0,0,0
107983963,0,0,0,0,0,0
64850,0,0,0,0,0,0
107984035,13,47,10,14,12,15
9612,62,136,1163,132,107,260
64327,244,441,195,257,201,256
3221,2,19,12,2,4,7
406939,0,0,0,0,0,0
221002,17,56,35,39,41,28
79023,202,350,127,236,171,230
6882,456,715,317,517,386,444
25902,46,56,239,56,67,106
100189091,0,0,0,0,0,0
100507475,1,1,1,3,0,1
23676,0,0,0,0,0,0
6674,90,115,32,81,91,58
339184,1,0,0,1,0,0
6502,231,448,151,116,73,125
100288332,66,67,315,86,153,230
376940,420,663,108,857,1144,938
169522,0,5,0,2,1,0
84811,140,236,356,155,113,319
7006,44,50,24,49,17,38
29803,405,919,1764,494,483,966
22932,19,76,88,35,23,111
440957,53,89,40,102,83,66
57721,391,703,133,314,180,333
1027,568,1177,764,526,383,655
105377405,0,0,0,0,0,0
140880,0,0,0,0,0,0
3213,41,87,173,47,30,45
6556,1252,854,1141,5979,2918,1960
107985692,2,1,0,1,3,2
112268199,7,44,169,7,21,73
137196,1,1,0,1,1,0
64779,66,197,307,113,103,178
644139,0,0,0,0,0,0
107987338,0,0,0,0,0,0
8676,1667,1148,375,1355,754,727
105373195,35,59,105,81,76,84
114599,0,0,3,3,4,1
100189247,0,0,0,0,0,0
79932,517,424,1020,596,521,735
100616480,0,0,1,0,0,0
57545,11,15,7,169,103,30
64096,1,0,0,0,0,0
107984380,0,0,0,0,0,0
155066,186,665,964,155,214,669
390431,0,0,0,0,0,0
9001,0,1,3,1,0,0
51098,195,329,201,210,182,264
10749,50,124,563,105,79,221
23284,0,0,0,0,0,0
105375462,0,0,0,0,0,0
441123,1,5,0,0,2,0
165055,31,74,21,24,27,35
91272,199,460,138,170,141,191
282969,90,162,112,188,153,133
102724354,0,0,1,0,0,0
23365,365,238,173,292,177,325
4329,93,84,163,60,68,114
102723814,0,5,11,0,1,4
735,2,0,0,0,0,0
107985732,0,0,0,0,0,0
494335,0,4,0,1,2,3
105373570,14,30,14,19,8,13
115708,71,210,416,100,120,226
115353,48,89,115,48,36,88
55617,49,149,57,51,31,44
5098,0,0,4,0,1,0
162427,191,485,1488,352,343,633
388550,0,0,0,0,0,0
100616408,1496,2639,644,634,247,312
246182,0,0,0,0,0,1
107985399,2,2,0,4,0,0
151056,236,97,103,292,143,183
3576,25,30,6,22,72,26
11130,51,110,75,103,82,70
105379074,0,0,0,0,0,0
111822955,212,256,283,171,195,255
107985815,0,0,0,0,1,0
441864,1,2,3,3,1,2
4739,499,551,495,694,418,585
58489,20,21,8,19,21,11
112268312,1,0,0,0,0,0
3995,84,380,313,118,206,252
105379215,0,1,1,0,0,0
8848,585,508,458,627,191,1883
105378714,0,0,0,0,0,0
2194,39,126,704,55,50,175
54873,0,0,0,0,1,0
79741,75,180,43,75,77,65
105376134,0,0,0,0,0,0
100874070,0,0,0,1,2,3
51350,0,0,0,0,0,0
286238,0,1,0,0,0,0
107986538,0,0,0,0,0,0
64493,0,0,1,0,0,1
139231,497,868,196,300,138,187
105377557,0,0,0,0,0,0
11240,312,241,185,1739,1078,353
105369761,1,1,5,1,1,1
100302147,0,0,0,0,0,0
105371843,0,0,2,2,2,1
201161,33,90,77,47,46,80
388780,0,0,0,2,0,1
100130771,78,136,36,86,81,73
440163,0,1,0,0,0,0
26052,119,147,79,256,214,274
107985490,0,0,0,0,0,0
57209,192,450,108,136,128,160
729609,0,0,1,1,2,0
83733,88,101,40,183,100,102
401562,4,4,5,1,8,4
6895,118,308,420,126,152,342
105374397,1,4,0,0,1,0
127074,0,0,0,0,0,0
102465526,0,0,0,0,0,0
158248,43,140,248,35,65,117
112267876,0,0,0,0,0,0
23582,3398,2643,1585,3034,1954,1916
105375477,0,0,0,0,0,0
284018,16,34,6,25,16,17
9166,221,463,124,180,151,242
102467075,0,0,0,0,0,0
100996549,1,2,1,4,2,9
105372427,1,2,9,3,5,3
105376273,0,0,0,0,0,0
6341,240,436,454,327,177,346
643311,0,0,0,0,0,0
150737,54,101,24,57,31,52
25946,154,185,983,313,181,678
23466,83,222,984,123,163,341
53615,280,796,2285,447,398,821
51503,855,1332,285,1072,796,879
254879,0,0,0,0,0,0
339978,0,0,0,0,0,0
10149,1,3,1,6,4,2
100505666,10,19,14,14,13,19
107985116,0,0,0,0,0,0
79829,75,309,407,67,78,178
100379220,3,2,0,2,3,1
406994,0,0,2,0,0,0
5555,2,12,2,1,1,3
105372321,33,17,7,9,15,21
100996665,0,0,0,0,0,0
105377609,0,0,0,0,0,0
448834,0,0,0,0,0,0
107984931,0,0,0,0,0,0
105370174,31,81,21,51,48,57
5653,0,0,0,0,0,0
3442,0,1,0,0,0,0
441455,0,0,1,0,0,1
101929144,0,0,0,0,0,0
64078,8,9,2,10,4,5
11186,261,656,1432,378,372,589
400058,1,1,0,0,0,0
100506714,158,243,147,249,185,152
107986872,0,1,0,0,0,0
22906,287,561,621,403,274,387
5138,6,16,33,23,26,31
105379332,0,0,0,0,0,0
112268413,0,1,0,0,0,0
22821,221,678,3092,372,287,979
105377796,0,0,0,0,0,0
100507657,0,0,0,0,0,0
9701,226,541,1492,340,310,741
101927211,2,2,4,2,2,2
8773,1224,1432,738,1513,580,847
101929621,0,1,0,0,0,0
101928303,0,0,0,0,0,0
102723415,8,19,52,10,8,33
5645,3,1,4,4,3,7
107985324,0,0,0,0,0,0
101929484,0,0,0,0,0,0
3116,118,200,108,62,92,43
728586,0,5,10,3,3,7
132141,0,0,0,0,0,0
105373287,0,0,0,0,0,0
112267861,0,1,21,3,6,2
107986423,0,0,0,0,0,0
105376126,0,0,0,1,0,0
101927512,1,0,0,2,0,0
1184,69,103,87,163,52,84
10849,59,136,228,58,69,125
105372141,24,74,99,45,43,84
5166,461,522,35,196,87,99
4733,461,803,581,722,542,675
100422829,0,0,0,0,0,0
101929570,0,0,0,0,0,0
116828,250,494,182,170,118,122
105376387,0,2,0,0,1,5
105373240,0,0,0,0,0,0
101929753,0,0,0,0,0,0
28366,0,1,0,0,0,0
107986767,0,1,0,2,1,2
107985942,6,6,2,8,5,6
644945,0,0,0,0,0,0
100126313,0,0,0,1,1,0
107985877,16,24,49,39,32,46
105371674,0,0,0,0,0,0
105370473,0,0,0,0,0,0
338382,0,2,3,2,0,4
5222,1,10,5,14,3,6
105377714,0,0,0,0,0,0
92305,151,421,657,220,187,379
107985638,0,0,0,0,0,0
107986226,0,0,0,0,0,0
912,335,440,337,517,196,386
100126781,0,0,0,0,0,0
3480,196,304,343,451,241,218
105371729,235,552,262,347,326,326
80349,307,545,300,350,248,364
9464,0,0,0,0,0,0
100423006,0,0,0,0,1,0
107985938,0,0,0,0,0,0
100533467,291,572,439,354,309,477
54674,717,2555,957,612,457,1451
29943,0,0,0,0,0,0
105369961,2,0,1,0,0,0
116840,52,115,363,54,77,192
64735,0,0,0,0,0,0
25959,24,5,51,3,12,25
115560,49,101,11,21,30,37
57664,7,20,29,11,15,18
101928002,1,0,1,0,0,0
271,462,742,1454,647,701,753
101927565,0,0,0,0,0,0
5905,139,294,1852,186,193,640
57585,41,120,370,26,25,67
400236,14,15,13,39,20,8
115825,523,719,906,1022,662,691
100616304,0,0,0,0,0,0
101929200,2,8,20,5,10,11
107987029,0,0,0,0,0,0
101928700,0,0,0,0,0,0
94101,961,2047,409,1124,637,700
29993,5,23,121,3,9,81
104310353,0,0,0,0,0,0
81565,445,470,695,997,612,677
10449,382,708,652,438,385,601
115308161,1,10,3,9,4,8
64403,3,26,56,13,20,27
6141,6487,17642,17485,11154,12918,17766
2876,4109,5654,7291,16613,8322,8989
10368,0,0,0,0,0,0
100137049,69,153,412,147,162,285
79763,49,156,304,115,178,232
101927795,61,104,41,30,10,20
105376528,0,0,0,0,0,0
112267974,0,0,0,0,0,2
83759,167,402,394,227,209,354
116225,88,210,260,115,102,155
9229,4,4,1,6,3,18
101060211,0,0,0,0,0,0
100129060,237,446,540,378,256,339
105370655,7,15,22,3,7,17
57153,1062,1955,5588,2956,2582,3551
9575,251,481,59,204,184,181
1303,0,0,0,0,0,0
8761,425,1055,1513,717,722,1263
8549,1,0,0,0,1,0
100616428,0,0,0,0,0,0
1728,19,49,25,54,25,53
50862,946,1731,281,1738,753,623
105372353,0,1,1,0,1,0
6536,8,5,45,6,6,6
90134,59,16,6,145,42,5
4887,0,0,0,0,0,0
892,439,926,90,467,323,341
54462,528,973,362,384,294,373
111082987,0,0,0,0,0,0
23569,267,212,445,2005,1069,959
10911,220,350,29,588,747,260
105372505,0,1,1,0,0,1
693224,3,15,39,4,8,16
102724362,2,4,6,4,2,6
57492,334,777,556,489,475,593
5213,36,77,181,46,49,105
9131,90,162,453,141,106,329
100129347,1,0,1,0,1,2
26519,224,260,278,282,315,275
54346,0,0,0,0,0,0
101929172,0,0,0,0,0,0
100616321,0,0,0,0,0,0
9704,161,237,826,589,532,527
105377235,0,0,0,0,0,0
101928465,31,91,173,75,70,147
105374418,0,4,3,1,3,2
107985469,0,0,0,0,0,0
102723996,17,87,184,25,41,82
100302148,0,0,0,0,0,0
65121,0,0,0,0,0,0
103695432,0,0,0,0,0,0
88,0,0,0,0,0,0
116729,0,0,2,0,0,0
105375878,0,1,0,0,0,0
107987088,0,0,0,0,0,0
27330,0,1,0,0,0,0
105376542,0,0,0,0,1,0
55209,254,552,758,562,642,806
105370422,0,0,0,0,0,0
105371640,0,0,0,1,0,0
107986150,0,0,0,0,0,0
712,48,41,89,46,33,41
26796,0,0,0,0,0,0
105372003,0,0,0,0,0,0
494188,0,0,0,0,0,0
105376879,1,0,1,0,0,0
10746,1545,2157,325,2123,934,798
2257,0,0,0,0,1,0
100422873,0,0,0,0,0,0
653082,5,18,47,3,2,8
79694,301,471,39,117,92,84
6863,0,0,0,0,0,0
107986277,0,0,0,0,0,0
54148,232,478,149,219,198,218
57221,1,2,0,1,1,0
22854,0,2,0,0,0,2
109623488,0,0,0,0,0,0
105378926,0,0,0,0,0,0
340307,5,6,4,2,2,4
101929692,0,0,0,0,0,0
10970,352,251,402,1080,542,359
105373977,2,10,23,1,2,9
100874231,0,3,1,0,1,0
113218497,0,0,0,0,0,0
112268191,0,0,0,0,0,0
129852,0,0,1,0,0,0
107985953,1,1,0,0,0,0
5626,0,0,0,0,1,0
105375294,0,0,0,0,0,0
23180,189,526,968,210,211,532
80760,0,0,0,0,0,0
51264,173,250,133,286,226,228
100996335,0,0,0,0,0,0
3362,2,6,10,1,0,2
2811,5,19,63,34,13,144
105370044,2,1,0,3,2,2
105371356,2,3,3,1,0,0
152940,9,0,0,0,2,1
64858,37,70,103,51,33,77
105373885,0,0,4,0,0,0
28587,1,2,0,1,1,2
84867,0,0,0,0,0,0
122416,72,51,365,162,70,86
646324,2,0,2,1,0,4
105369709,0,1,0,0,0,0
152926,419,820,645,390,526,621
205,3,2,3,8,3,7
107986168,2,1,0,4,1,0
3109,1952,4266,2522,2744,2496,2542
6573,204,286,609,651,598,572
105371870,26,96,17,27,54,26
246119,7,0,0,6,0,4
406892,0,0,0,0,0,0
100616283,0,0,0,0,0,0
105376655,0,0,0,0,0,0
105374746,28,119,43,39,48,60
574509,0,0,0,0,0,0
107986009,0,0,0,0,0,0
693157,0,0,0,1,0,1
100126319,0,0,0,0,0,0
107984992,0,0,0,1,4,2
101927124,4,10,1,3,4,10
105369608,1,8,18,5,4,5
105371849,15,30,6,17,14,22
100189033,0,0,0,0,0,0
100129722,1,1,4,0,1,4
8338,14,6,6,39,27,23
105373872,0,0,0,0,0,0
51559,39,53,67,125,62,117
25936,616,971,237,527,320,468
26249,58,144,252,55,59,98
340591,33,91,224,88,79,93
100616213,0,0,0,0,0,0
1827,101,173,75,175,77,93
105376924,0,0,0,0,0,0
22929,258,592,369,312,258,429
55974,238,622,528,387,328,559
143689,65,37,29,57,20,26
105376278,0,0,6,0,1,2
85391,5,17,6,8,2,6
90485,10,26,66,15,11,15
3756,0,0,1,0,0,0
100506258,22,36,40,29,15,21
285973,38,93,254,47,62,177
158880,20,54,26,20,19,39
54878,759,1200,314,748,558,591
676,2,0,0,0,1,2
100616414,12,33,72,28,19,57
145978,0,0,0,0,0,0
348,1,0,3,1,0,1
341277,0,1,1,0,0,0
64776,117,264,16,145,155,158
954,0,2,4,0,5,3
100189222,7,13,26,11,5,11
105376365,0,0,0,0,0,0
4199,5,17,6,38,7,5
105374041,0,0,0,0,3,1
10432,180,421,1630,277,305,577
107985195,0,0,0,1,0,0
105370312,0,0,0,0,0,0
105377115,1,0,0,0,0,1
100873065,1,5,1,0,2,1
7259,335,858,778,359,344,592
101927474,0,0,0,0,0,0
83447,0,0,0,0,0,1
2286,63,136,168,139,156,194
102723525,0,0,0,0,0,0
100423038,0,0,0,0,0,0
282706,0,0,0,0,0,0
150185,0,0,0,0,0,0
28878,4,20,29,7,18,17
50509,2,1,26,1,5,1
102465474,0,1,5,0,0,1
26774,19,50,44,19,12,13
100132057,33,80,44,63,65,74
107985224,12,2,7,11,4,9
124274,0,0,0,0,0,0
102577424,0,0,0,0,0,0
79674,20,18,16,41,33,30
105371244,0,0,1,0,0,0
5650,0,0,0,0,0,0
105376737,0,0,0,0,0,0
84677,0,0,0,0,0,0
9127,1,1,13,0,4,13
105375762,0,0,0,0,0,0
9348,1,3,2,1,1,0
92291,0,0,0,3,0,0
105375957,1,2,0,1,2,1
105378884,0,0,0,0,0,0
107985534,0,0,0,0,0,0
105370416,0,0,0,0,0,0
3313,814,1654,1350,1233,979,1573
406952,0,0,0,0,0,0
203429,11,37,29,10,8,15
101929765,0,0,0,0,1,0
574040,3,12,11,1,5,5
5314,0,0,0,3,0,0
107986087,5,5,0,25,29,18
100130539,0,0,0,0,0,0
107985306,0,0,0,2,0,0
100847075,0,0,0,0,1,0
100288842,21,58,24,30,19,29
389762,0,0,0,0,0,0
760,247,58,145,163,93,365
677834,0,1,1,0,1,0
100422976,0,0,0,0,0,0
101927954,84,121,646,141,107,297
285172,1279,1256,125,2304,1323,779
105370128,0,0,0,0,0,0
3553,750,355,183,1501,667,301
145474,21,16,0,67,135,47
1812,0,0,0,0,0,0
6375,55,124,26,38,45,60
105371738,0,0,0,0,0,0
390191,1,5,0,2,0,0
54989,447,915,116,432,243,364
54480,160,395,724,272,259,462
360030,0,0,0,0,0,0
5017,0,0,0,1,1,0
338596,24,67,17,27,13,24
105377567,0,0,1,0,0,0
100462977,0,0,0,1,0,0
102724875,0,1,0,0,0,0
5121,0,0,0,0,0,0
100422942,0,0,0,0,0,0
105377180,0,0,0,0,0,0
79633,0,3,0,2,0,2
113791,933,1818,5489,654,1076,2312
105377432,0,0,0,0,0,0
27235,217,257,62,300,108,154
105377231,0,0,0,0,0,0
340544,40,81,31,40,26,32
146713,2,1,7,1,1,7
2138,0,0,0,0,0,0
100505753,1,3,0,0,0,1
105373126,2,0,0,1,0,0
102724848,0,1,0,0,0,0
2618,250,550,813,330,300,567
101930023,1,9,0,4,5,2
51157,37,150,621,100,133,287
643802,806,400,28,1532,1209,509
105371598,0,1,0,0,0,0
100189239,0,0,0,0,0,0
677814,53,57,17,57,31,40
80740,1,0,1,3,1,2
1186,219,507,1656,378,474,818
28896,76,199,284,108,736,671
111064649,2,1,1,1,3,4
57582,0,0,1,0,0,1
57003,322,537,266,594,303,333
8433,0,8,3,4,0,5
388942,0,0,0,0,0,0
64881,0,0,0,0,0,1
267004,13,21,10,14,17,18
4242,815,2123,3636,1119,886,2042
105377733,0,0,0,0,0,0
100847050,0,0,0,0,0,0
197407,143,356,638,166,223,540
105369927,0,0,0,0,0,0
113218480,0,0,0,0,0,1
407007,0,1,0,0,0,0
8418,214,338,81,130,88,135
101927023,0,0,0,0,0,0
283092,0,0,0,0,0,0
8050,159,273,122,115,81,128
54820,146,285,781,279,260,478
4953,673,1201,885,730,506,1155
107985958,0,0,0,0,0,0
55268,71,174,996,114,164,392
90835,36,44,50,102,70,67
105374107,0,0,0,0,0,0
105369938,0,0,0,0,0,0
107984747,131,83,7,232,139,69
105369344,4,4,3,14,5,5
56938,14,24,5,21,17,14
105377654,1,0,0,0,0,1
85439,163,105,54,255,79,274
105376495,0,0,0,0,0,0
50853,101,314,664,195,155,364
105370991,0,0,0,0,0,0
105372063,0,0,0,0,0,0
101593348,1,3,4,0,3,4
100189410,0,0,0,0,0,0
284800,1,2,1,2,1,1
83693,228,328,143,248,168,229
6559,3,1,21,0,1,6
100616530,0,0,1,2,2,3
105374938,8,26,26,18,15,14
100132234,0,0,0,0,0,0
10609,11,26,30,8,13,20
100996569,0,0,0,0,0,0
65265,162,441,481,245,249,364
283899,168,486,1411,232,270,531
146512,0,0,0,1,0,0
107984301,7,0,0,5,10,4
259282,1679,2441,415,3727,2860,2380
5744,0,2,0,0,0,0
104564225,0,0,0,0,0,1
81035,2,1,1,1,0,6
105373336,0,0,0,0,0,0
10591,141,244,258,283,203,240
105377425,0,0,0,0,0,1
51167,1139,1156,320,1734,724,726
107986345,0,0,0,0,0,0
6288,0,0,0,0,0,0
100189163,0,0,0,0,0,0
11328,4,6,16,21,18,22
105371049,2,10,71,1,3,9
51289,0,0,0,0,0,0
